spp	Tribe	id	Pair_bonding	Sex_caregiver	sex	OT	VT	OTRa	OTRb	VTR1Aa	VTR1Ab	VTR2Aa	VTR2Ab	VTR2Ba	VTR2Bb	d15N	d13C
Altcom	Lamprologini	ISB1_JME3	0	0	M	0.657354450988169	0.744630053220366	0.344768003924128	-1.96676132037464	0.64203278582442	-0.0795704748279112	-0.973265448259152	0.524922787621113	0.857392800849843	1.32831245772688	-0.389610035730526	-0.12986059114369
Altcom	Lamprologini	ISD2_JNI6	0	0	F	0.308871754270689	0.222032473174447	1.11754438883994	-1.04151846104338	-0.059174771991503	0.126579914419839	-0.328466615537604	1.3269309481525	0.711788964112599	0.0878592182257166	-0.389610035730526	-0.12986059114369
Altcom	Lamprologini	ISC9_JNH5	0	0	F	-0.640960968109345	-0.749885950131456	-1.09945051097998	-0.47439489765375	-1.23530102464675	1.28764304596754	-0.463316068652401	-0.430669569975487	0.789923338715714	-0.463918023479471	-0.389610035730526	-0.12986059114369
Altcom	Lamprologini	ISB5_JMH6	0	0	M	-0.528409685239963	-0.797035682563658	0.820704657547877	-1.60383485605388	0.493208329839795	-1.4373510502668	-1.2475297318243	0.397024449598287	-0.497905798062135	0.219069659327364	-0.389610035730526	-0.12986059114369
Altcom	Lamprologini	MUF8_LTB1	0	0	F	1.04217163693785	0.721734658826405	0.806569599580375	-1.38264104572754	-0.66333710650577	-2.16296482171827	-0.728936867456365	-0.122572805679007	-0.117343091919704	-1.7906931679948	-0.389610035730526	-0.12986059114369
Altcom	Lamprologini	MUF7_LSI8	0	0	M	0.766037517324688	0.474357481376678	-0.150385484738422	-0.895659687079943	0.777989161147406	0.408748233725245	-0.636156180503222	0.160992448783473	-1.20291815036235	-0.709433674147803	-0.389610035730526	-0.12986059114369
Auldew	Ectodini	MUG1_LTD3	0	0	M	-0.0996453654867574	0.304550752493804	-0.424007469286711	-0.590265453617108	-0.9940079411926	-0.951109945170075	0.714654776843517	1.64858369311521	0.154517577271185	1.31886368283287	-0.350771588963017	-0.886544621646732
Auldew	Ectodini	LOC1_NJE4	0	0	F	-0.160617207111833	0.262118065445363	-0.976668350447636	-0.55889660184255	0.108727199579987	-0.631386619143476	0.0113262105687721	0.634714413270798	0.865943661281382	0.542228594518638	-0.350771588963017	-0.886544621646732
Auldew	Ectodini	LNA1_LWG6	0	0	F	-1.24912782538432	-1.22581880294131	-0.376043644942606	-0.272604802793511	0.948385827418606	-1.36668202204201	0.497093209523715	1.06425695499449	1.18283049955287	0.284011444264895	-0.350771588963017	-0.886544621646732
Auldew	Ectodini	MUI9_LWF5	0	0	M	0.372449005371396	0.0609202467638234	-0.0627822217590955	0.267695081317678	-0.824870652661455	0.399445145279524	0.10638770625842	1.81803786196727	-0.285815415009759	-0.604688008968537	-0.350771588963017	-0.886544621646732
Auldew	Ectodini	MUI2_LVG6	0	0	M	0.622802969800748	0.71415306457321	-0.469203846521391	0.710840224598906	-0.829871747841891	1.02379869703072	0.972554948561718	2.88125314410047	0.375077336091953	0.353324638848014	-0.350771588963017	-0.886544621646732
Auldew	Ectodini	MUE4_LRE4	0	0	F	0.13978751441592	0.362717593676468	0.0599748302822779	0.0887034883762847	0.320709301311829	-0.607352809070617	1.21718582486211	1.84711151816582	0.501885528465187	1.22388600943302	-0.350771588963017	-0.886544621646732
Batfas	Bathybatini	LNI8_MZF5	0	0	F	0.0316847135009541	1.26813017957738	-1.79908737673594	-0.0159193791379955	-1.05342404813345	-0.157539939047271	1.18287403934928	0.757286164707536	1.03894113858532	-0.829463099174012	0.695081865821326	-0.770243761522719
Batfas	Bathybatini	LNB1_MAH7	0	0	M	0.153483653903985	1.17864022319614	-4.40592262406929	-1.07087873560177	-2.83638608903691	-1.96450154750131	-0.320381229099114	0.955003188872246	0.629927519981556	-0.305171783673246	0.695081865821326	-0.770243761522719
Batfas	Bathybatini	OME6_QDI8	0	0	F	0.684317236912069	1.94583426663583	-2.39974306440523	-0.98026867547092	-0.441821687220417	0.52508850465328	1.43055744198094	-0.515365945698617	-0.350511335952589	-1.7906931679948	0.695081865821326	-0.770243761522719
Batfas	Bathybatini	ITH3_JRB6	0	0	F	0.386191907177193	1.69573111797381	-1.68788941289538	-0.338488002301191	-1.14730546620313	-0.576069841905707	0.884345155003874	1.5828983709654	1.35745787696804	-0.133411070324249	0.695081865821326	-0.770243761522719
