Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./OTVT/Pair_bonding/phyl_tree/trees_translated/OT_9.nex
Data File Name:                  /Users/psorigue/fil/BayesTraitsV4/OTVT/Pair_bonding/phyl_tree/10e7/runs//OT_9_dep.txt
Log File Name:                   /Users/psorigue/fil/BayesTraitsV4/OTVT/Pair_bonding/phyl_tree/10e7/runs//OT_9_dep.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1707978631
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10000000
Burn in:                         100000
MCMC ML Start:                   False
Schedule File:                   /Users/psorigue/fil/BayesTraitsV4/OTVT/Pair_bonding/phyl_tree/10e7/runs//OT_9_dep.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Prior Information:
    Prior Categories:            100
    Priors
        q12 - uniform 0.00 100.00 
        q13 - uniform 0.00 100.00 
        q21 - uniform 0.00 100.00 
        q24 - uniform 0.00 100.00 
        q31 - uniform 0.00 100.00 
        q34 - uniform 0.00 100.00 
        q42 - uniform 0.00 100.00 
        q43 - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       166
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
101000	-118.140957	1	80.360978	0.256929	61.107124	0.248573	1.886358	81.282527	63.403805	85.371808	0.250000	0.250000	0.250000	0.250000	
102000	-117.752130	1	64.390201	0.730531	43.736323	0.403574	62.120829	75.058713	81.626797	6.918669	0.250000	0.250000	0.250000	0.250000	
103000	-121.206279	1	94.257151	2.574052	55.198177	1.130539	19.198829	54.786913	97.457128	10.527750	0.250000	0.250000	0.250000	0.250000	
104000	-118.098798	1	4.498774	0.501451	3.110178	0.351903	94.846030	26.371748	82.636420	59.432948	0.250000	0.250000	0.250000	0.250000	
105000	-117.932508	1	34.005004	0.215400	21.250811	0.538967	74.511166	44.235815	51.597553	11.488487	0.250000	0.250000	0.250000	0.250000	
106000	-121.418755	1	56.880506	0.914856	51.672896	2.863751	42.365880	26.737047	63.400507	19.403953	0.250000	0.250000	0.250000	0.250000	
107000	-122.441479	1	16.354433	3.579335	9.247453	1.937053	93.468092	35.187550	49.431862	18.620232	0.250000	0.250000	0.250000	0.250000	
108000	-121.423017	1	72.562651	4.653846	58.180298	1.596862	79.981048	40.763363	80.872780	58.636843	0.250000	0.250000	0.250000	0.250000	
109000	-118.618405	1	94.240815	0.193987	63.963255	1.392860	37.461581	52.861968	64.064081	59.611446	0.250000	0.250000	0.250000	0.250000	
110000	-120.840549	1	86.355886	4.417666	48.646146	0.333599	95.284364	36.031001	85.882302	27.782791	0.250000	0.250000	0.250000	0.250000	
111000	-118.150394	1	10.172364	0.361743	7.847203	2.298157	91.118416	59.918283	87.207895	17.921141	0.250000	0.250000	0.250000	0.250000	
112000	-119.040144	1	98.451141	1.132673	69.388783	1.531516	83.351486	24.974133	54.266282	95.005567	0.250000	0.250000	0.250000	0.250000	
113000	-117.677918	1	59.931726	0.200022	44.513868	1.262708	96.339324	49.483248	84.689483	57.823053	0.250000	0.250000	0.250000	0.250000	
114000	-117.960288	1	35.864713	0.954837	25.125793	0.740109	38.624439	70.421337	75.697683	1.355070	0.250000	0.250000	0.250000	0.250000	
115000	-119.658132	1	67.333052	1.234891	64.964581	0.819040	52.577187	81.459976	64.452306	8.240426	0.250000	0.250000	0.250000	0.250000	
